1,アマランサス　玄穀　,358,12.7,6.0,72.3,7.4,0.00254
351,ぎんなん　生　　　,171,4.7,1.6,36.4,1.6,0
352,ぎんなん　ゆで　　　,174,4.6,1.5,38.2,2.4,0.00254
353,日本ぐり　生　　,164,2.8,0.5,41.1,4.2,0.00254
354,日本ぐり　ゆで　　,167,3.5,0.6,43.3,6.6,0.00254
355,日本ぐり　甘露煮　　,238,1.8,0.4,59.6,2.8,0.01778
356,中国ぐり　甘ぐり　　,222,4.9,0.9,57,8.5,0.00508
357,くるみ　いり　　　,674,14.6,68.8,19.2,7.5,0.01016
358,けし　乾　　　,567,19.3,49.1,38.3,16.5,0.01016
359,ココナッツ　ココナッツパウダー　　　　,668,6.1,65.8,37.8,14.1,0.0254
360,ごま　乾　　　,578,19.8,51.9,29.2,10.8,0.00508
361,ごま　いり　　　,599,20.3,54.2,31.1,12.6,0.00508
362,ごま　むき　　　,603,19.3,54.9,31.8,13.0,0.00508
363,ごま　ねり　　　,605,20.5,54.7,31.4,12.7,0.00508
364,しい　生　　　,252,3.2,0.8,60.9,3.3,0.00254
365,すいか　いり　味付け　　　,546,29.6,46.4,20.5,7.1,1.4732
366,とち　蒸し　　　,161,1.7,1.9,40.8,6.6,0.635
367,はす　未熟　生　　　,85,5.9,0.5,17.5,2.6,0.00508
368,はす　成熟　乾　　　,344,18.3,2.3,74.6,10.3,0.01524
369,はす　成熟　ゆで　　　,133,7.3,0.8,30,5.0,0.00254
370,ひし　生　　　,190,5.8,0.5,43.5,2.9,0.0127
371,ピスタチオ　いり　味付け　　　,615,17.4,56.1,30.1,9.2,0.6858
372,ひまわり　フライ　味付け　　　,611,20.1,56.3,24.1,6.9,0.635
373,ブラジルナッツ　フライ　味付け　　　,669,14.9,69.1,16.8,7.2,0.19812
374,ヘーゼルナッツ　フライ　味付け　　　,684,13.6,69.3,21.3,7.4,0.0889
375,ペカン　フライ　味付け　　　,702,9.6,73.4,20.4,7.1,0.3556
376,マカダミアナッツ　いり　味付け　　　,720,8.3,76.7,18.4,6.2,0.4826
377,まつ　生　　　,669,15.8,68.2,14.7,4.1,0.00508
378,まつ　いり　　　,690,14.6,72.5,15,6.9,0.01016
379,らっかせい　乾　大粒種　　,562,25.4,47.5,26.2,7.4,0.00508
380,らっかせい　乾　小粒種　　,562,25.4,47.5,26.2,7.4,0.00508
381,らっかせい　いり　大粒種　　,585,26.5,49.4,26.8,7.2,0.00508
382,らっかせい　いり　小粒種　　,585,26.5,49.4,26.8,7.2,0.00508
383,らっかせい　バターピーナッツ　　　,592,25.5,51.3,25.1,6.9,0.3048
384,らっかせい　ピーナッツバター　　　,640,25.4,50.7,26.6,6.1,0.889
385,アーティチョーク　花らい　生　　　,48,2.3,0.2,20,8.7,0.05334
386,アーティチョーク　花らい　ゆで　　　,45,2.1,0.1,19.4,8.6,0.03048
387,あさつき　葉　生　　　,33,4.2,0.3,8.9,3.3,0.01016
388,あさつき　葉　ゆで　　　,39,4.2,0.3,10.7,3.4,0.01016
389,あしたば　茎葉　生　　　,33,3.3,0.1,12.3,5.6,0.1524
390,あしたば　茎葉　ゆで　　　,31,2.9,0.1,11.9,5.3,0.10922
391,アスパラガス　若茎　生　　　,22,2.6,0.2,5.7,1.8,0.00508
392,アスパラガス　若茎　ゆで　　　,24,2.6,0.1,6.7,2.1,0.00508
393,アスパラガス　若茎　油いため　　　,57,2.9,3.9,6.2,2.1,0.00762
394,アスパラガス　水煮缶詰　　　,22,2.4,0.1,6,1.7,0.889
395,アロエ　葉　生　　　,3,0,0.1,1.1,0.4,0.02032
396,いんげんまめ　さやいんげん　若ざや　生　　,23,1.8,0.1,7.5,2.4,0.00254
397,いんげんまめ　さやいんげん　若ざや　ゆで　　,26,1.8,0.2,8.1,2.6,0.00254
398,うど　茎　生　　,18,0.8,0.1,5.7,1.4,0
399,うど　茎　水さらし　　,14,0.6,0,5,1.6,0
400,やまうど　茎　生　　,19,1.1,0.1,6.1,1.8,0.00254
401,えだまめ　生　　　,135,11.7,6.2,13.8,5.0,0.00254
402,えだまめ　ゆで　　　,134,11.5,6.1,13.5,4.6,0.00508
403,えだまめ　冷凍　　　,159,13.0,7.6,17.9,7.3,0.0127
404,エンダイブ　葉　生　　　,15,1.2,0.2,5.1,2.2,0.0889
405,トウミョウ　茎葉　生　　,27,3.8,0.4,7.3,3.3,0.01778
406,トウミョウ　芽ばえ　生　　,24,3.8,0.4,5.4,2.2,0.00254
407,トウミョウ　芽ばえ　ゆで　　,27,3.6,0.6,7.3,3.5,0.00254
408,トウミョウ　芽ばえ　油いため　　,82,5.0,5.9,7.3,3.0,0.00508
409,さやえんどう　若ざや　生　　,36,3.1,0.2,10.5,3.0,0.00254
410,さやえんどう　若ざや　ゆで　　,34,3.2,0.2,10.1,3.1,0.00254
411,スナップえんどう　若ざや　生　　,43,2.9,0.1,12.4,2.5,0.00254
412,グリンピース　生　　,93,6.9,0.4,23,7.7,0.00254
413,グリンピース　ゆで　　,110,8.3,0.2,27.1,8.6,0.00762
414,グリンピース　冷凍　　,98,5.6,0.7,23.1,5.9,0.22352
415,グリンピース　水煮缶詰　　,98,3.6,0.4,26.6,6.9,0.8382
416,おおさかしろな　葉　生　　　,13,1.4,0.2,4,1.8,0.05588
417,おおさかしろな　葉　ゆで　　　,17,1.6,0.3,5.3,2.2,0.0508
418,おおさかしろな　塩漬　　　,22,1.3,0.3,7.6,3.1,1.5748
419,おかひじき　茎葉　生　　　,17,1.4,0.2,5.9,2.5,0.14224
420,おかひじき　茎葉　ゆで　　　,17,1.2,0.1,6.5,2.7,0.16764
421,オクラ　果実　生　　　,30,2.1,0.2,11.6,5.0,0.01016
422,オクラ　果実　ゆで　　　,33,2.1,0.1,12.8,5.2,0.01016
423,かぶ　葉　生　　　,20,2.3,0.1,6.8,2.9,0.06096
424,かぶ　葉　ゆで　　　,22,2.3,0.1,8.1,3.7,0.04572
425,かぶ　根　皮つき　生　　　,20,0.7,0.1,6.1,1.5,0.0127
426,かぶ　根　皮つき　ゆで　　　,21,0.7,0.1,6.5,1.8,0.01524
427,かぶ　根　皮むき　生　　　,21,0.6,0.1,6.2,1.4,0.0127
428,かぶ　根　皮むき　ゆで　　　,22,0.6,0.1,6.7,1.7,0.01016
429,かぶ　漬物　塩漬　葉　,29,2.3,0.2,9.6,3.6,2.3114
430,かぶ　漬物　塩漬　根　皮つき　,23,1.0,0.2,6.8,1.9,2.794
431,かぶ　漬物　塩漬　根　皮むき　,21,0.8,0.1,6.7,2.0,4.318
432,かぶ　漬物　ぬかみそ漬　葉　,34,3.3,0.1,11.1,4.0,3.81
433,かぶ　漬物　ぬかみそ漬　根　皮つき　,28,1.5,0.1,7.9,2.0,2.1844
434,かぶ　漬物　ぬかみそ漬　根　皮むき　,31,1.4,0.1,8.7,1.8,6.858
435,日本かぼちゃ　果実　生　　,49,1.6,0.1,13.7,2.8,0.00254
436,日本かぼちゃ　果実　ゆで　　,60,1.9,0.1,16.9,3.6,0.00254
437,西洋かぼちゃ　果実　生　　,91,1.9,0.3,24.1,3.5,0.00254
438,西洋かぼちゃ　果実　ゆで　　,93,1.6,0.3,25.4,4.1,0.00254
439,西洋かぼちゃ　果実　焼き　　,122,2.5,0.4,33,5.3,0
440,西洋かぼちゃ　果実　冷凍　　,83,2.2,0.3,22.7,4.2,0.00762
441,そうめんかぼちゃ　果実　生　　,24,0.7,0.1,7.6,1.5,0.00254
442,からしな　葉　生　　　,26,3.3,0.1,8.4,3.7,0.1524
443,からしな　塩漬　　 　,36,4.0,0.1,12.2,5.0,2.4638
444,カリフラワー　花序　生　　　,27,3.0,0.1,8.1,2.9,0.02032
445,カリフラワー　花序　ゆで　　　,26,2.7,0.1,8.3,3.2,0.02032
446,かんぴょう　乾　　　,260,6.3,0.2,98.2,30.1,0.00762
447,かんぴょう　ゆで　　　,28,0.7,0,12.5,5.3,0.00254
448,きく　花びら　生　　　,27,1.4,0,9.9,3.4,0.00508
449,きく　花びら　ゆで　　　,23,1.0,0,8.6,2.9,0.00254
450,きく　菊のり　　　,292,11.6,0.2,103.1,29.6,0.03556
451,キャベツ　結球葉　生　　,23,1.3,0.2,7,1.8,0.0127
452,キャベツ　結球葉　ゆで　　,20,0.9,0.2,6.6,2.0,0.00762
453,キャベツ　結球葉　油いため　　,81,1.6,6.0,8.1,2.2,0.01524
454,グリーンボール　結球葉　生　　,20,1.4,0.1,5.9,1.6,0.01016
455,レッドキャベツ　結球葉　生　　,30,2.0,0.1,9.5,2.8,0.01016
456,きゅうり　果実　生　　　,14,1.0,0.1,4.1,1.1,0.00254
457,きゅうり　漬物　塩漬　　,16,1.0,0.1,5,1.3,2.54
458,きゅうり　漬物　しょうゆ漬　　,50,3.2,0.4,14.2,3.4,4.064
459,きゅうり　漬物　ぬかみそ漬　　,27,1.5,0.1,7.7,1.5,5.334
460,きゅうり　漬物　ピクルス　スイート型　,67,0.3,0.1,20,1.7,1.1176
461,きゅうり　漬物　ピクルス　サワー型　,12,1.4,0,3.9,1.4,2.54
462,ぎょうじゃにんにく　葉　生　　　,34,3.5,0.2,9.9,3.3,0.00508
463,キンサイ　茎葉　生　　　,19,1.1,0.4,6,2.5,0.06858
464,キンサイ　茎葉　ゆで　　　,19,1.1,0.4,6.4,2.9,0.06858
465,クレソン　茎葉　生　　　,15,2.1,0.1,5,2.5,0.05842
466,くわい　塊茎　生　　　,126,6.3,0.1,29,2.4,0.00762
467,くわい　塊茎　ゆで　　　,128,6.2,0.1,30,2.8,0.00762
468,ケール　葉　生　　　,28,2.1,0.4,9.3,3.7,0.02286
469,コールラビ　球茎　生　　　,21,1.0,0,7,1.9,0.01778
470,コールラビ　球茎　ゆで　　　,21,1.0,0,7.5,2.3,0.01778
471,こごみ　若芽　生　　　,28,3.0,0.2,10.5,5.2,0.00254
472,ごぼう　根　生　　　,65,1.8,0.1,21.1,5.7,0.04572
473,ごぼう　根　ゆで　　　,58,1.5,0.2,19.8,6.1,0.02794
474,こまつな　葉　生　　　,14,1.5,0.2,4.3,1.9,0.0381
475,こまつな　葉　ゆで　　　,15,1.6,0.1,5.4,2.4,0.03556
476,ザーサイ 　漬物　　　,23,2.5,0.1,9.2,4.6,13.716
477,さんとうさい　葉　生　　　,14,1.0,0.2,4.9,2.2,0.02286
478,さんとうさい　葉　ゆで　　　,16,1.4,0.3,5.4,2.5,0.02286
479,さんとうさい　塩漬　　　,20,1.5,0.3,7,3.0,2.3114
480,しかくまめ　若ざや　生　　　,20,2.4,0.1,7,3.2,0.00254
481,ししとう　果実　生　　　,27,1.9,0.3,9.3,3.6,0.00254
482,ししとう　果実　油いため　　　,55,1.9,3.2,9.4,3.6,0
483,しそ　葉　生　　　,37,3.9,0.1,14.8,7.3,0.00254
484,しそ　実　生　　　,41,3.4,0.1,17.8,8.9,0.00254
485,じゅうろくささげ　若ざや　生　　　,24,2.5,0.1,9,4.2,0.00254
486,じゅうろくささげ　若ざや　ゆで　　　,30,2.8,0.1,10.7,4.5,0.00254
487,しゅんぎく　葉　生　　　,22,2.3,0.3,7.1,3.2,0.18542
488,しゅんぎく　葉　ゆで　　　,27,2.7,0.5,8.2,3.7,0.10668
489,じゅんさい　若葉　水煮びん詰　　　,5,0.4,0,2,1.0,0.00508
490,葉しょうが　根茎　生　　,11,0.5,0.2,3.7,1.6,0.0127
491,しょうが　根茎　生　　,30,0.9,0.3,8.7,2.1,0.01524
492,しょうが　漬物　酢漬　,19,0.2,0.4,6.4,2.4,7.112
493,しょうが　漬物　甘酢漬　,51,0.2,0.3,14.5,2.0,3.048
494,しろうり　果実　生　　　,15,0.9,0.1,4.5,1.2,0.00254
495,しろうり　漬物　塩漬　　,16,1.0,0.1,5.9,2.2,2.0066
496,しろうり　漬物　奈良漬　　,157,4.5,0.1,43.2,2.4,4.318
497,ずいき　生ずいき　生　　　,16,0.5,0,5.7,1.6,0.00254
498,ずいき　生ずいき　ゆで　　　,12,0.4,0,5.2,2.1,0.00254
499,ずいき　干しずいき　乾　　　,246,6.6,0.4,89.3,25.8,0.01524
500,ずいき　干しずいき　ゆで　　　,13,0.5,0,6.5,3.1,0.00508
501,すぐきな　葉　生　　　,26,1.9,0.2,9.4,4.0,0.08128
502,すぐきな　根　生　　　,21,0.6,0.1,6.4,1.7,0.06604
503,すぐきな　すぐき漬　　　,34,2.6,0.7,11.3,5.2,2.2098
504,ズッキーニ　果実　生　　　,14,1.3,0.1,4.1,1.3,0.00254
505,せり　茎葉　生　　　,17,2.0,0.1,5.8,2.5,0.04826
506,せり　茎葉　ゆで　　　,18,2.1,0.1,6.2,2.8,0.02032
507,セロリ　葉柄　生　　　,15,0.4,0.1,5.1,1.5,0.07112
508,ぜんまい　生若芽　生　　,29,1.7,0.1,10.4,3.8,0.00508
509,ぜんまい　生若芽　ゆで　　,21,1.1,0.4,7.6,3.5,0.00508
510,ぜんまい　干し干し若芽　乾　　,293,14.6,0.6,105.6,34.8,0.0635
511,ぜんまい　干し干し若芽　ゆで　　,29,1.7,0.1,12,5.2,0.00508
512,そらまめ　未熟豆　生　　　,108,10.9,0.2,18.1,2.6,0.00254
513,そらまめ　未熟豆　ゆで　　　,112,10.5,0.2,20.9,4.0,0.01016
514,タアサイ　葉　生　　　,13,1.3,0.2,4.1,1.9,0.07366
515,タアサイ　葉　ゆで　　　,13,1.1,0.2,4.4,2.1,0.05842
516,かいわれだいこん　芽ばえ　生　　,21,2.1,0.5,5.2,1.9,0.0127
517,葉だいこん　葉　生　　,18,2.0,0.2,5.9,2.6,0.10414
518,だいこん　葉　生　　,25,2.2,0.1,9.3,4.0,0.12192
519,だいこん　葉　ゆで　　,25,2.2,0.1,9,3.6,0.07112
520,だいこん　根　皮つき　生　　,18,0.5,0.1,5.5,1.4,0.04826
521,だいこん　根　皮つき　ゆで　　,18,0.4,0,6.1,1.6,0.03556
522,だいこん　根　皮むき　生　　,18,0.4,0.1,5.4,1.3,0.04318
523,だいこん　根　皮むき　ゆで　　,18,0.5,0.1,5.7,1.7,0.03048
524,切干しだいこん　乾　,301,9.7,0.8,91,21.3,0.5334
525,切干しだいこん　ゆで　　,19,0.9,0.1,7.8,3.7,0.01016
526,切干しだいこん　油いため　　,88,1.5,6.0,13.2,5.6,0.02032
527,漬物　ぬかみそ漬　　,30,1.3,0.1,8.5,1.8,3.81
528,漬物　たくあん漬　塩押しだいこん漬　,64,1.2,0.3,18.7,3.5,4.318
529,漬物　たくあん漬　干しだいこん漬　,27,1.9,0.1,9.2,3.7,2.4638
530,漬物　守口漬　　,187,5.3,0.2,47.6,3.3,3.556
531,漬物　べったら漬　　,57,0.9,0.1,15.8,1.8,3.048
532,漬物　みそ漬　　,78,4.5,0.3,19.6,3.3,11.176
533,漬物　福神漬　　,136,2.7,0.1,37.2,3.9,5.08
534,つまみな　葉　生　　,20,1.9,0.3,5.9,2.3,0.05588
535,たいさい　葉　生　　,16,0.9,0.1,5.1,1.6,0.09652
536,たいさい　塩漬　　,20,1.6,0.1,6.8,2.5,1.778
537,たかな　葉　生　　　,21,1.8,0.2,6.7,2.5,0.10922
538,たかな　たかな漬　　　,33,2.8,0.2,12.2,5.2,5.842
539,たけのこ　若茎　生　　　,26,3.6,0.2,7.1,2.8,0
540,たけのこ　若茎　ゆで　　　,30,3.5,0.2,8.8,3.3,0.00254
541,たけのこ　水煮缶詰　　　,23,2.7,0.2,6.3,2.3,0.00762
542,たけのこ　めんま　塩蔵　塩抜き　　　,19,1.0,0.5,7.1,3.5,0.9144
543,たまねぎ　りん茎　生　　,37,1.0,0.1,10.4,1.6,0.00508
544,たまねぎ　りん茎　水さらし　　,26,0.6,0.1,7.6,1.5,0.01016
545,たまねぎ　りん茎　ゆで　　,31,0.8,0.1,9,1.7,0.00762
546,たまねぎ　りん茎　油いため　　,105,1.4,5.9,14.7,2.7,0.00762
547,赤たまねぎ　りん茎　生　　,38,0.9,0.1,10.7,1.7,0.00508
548,葉たまねぎ　りん茎及び葉　生　　,37,1.8,0.4,10.6,3.0,0.00762
549,たらのめ　若芽　生　　　,27,4.2,0.2,8.5,4.2,0.00254
550,たらのめ　若芽　ゆで　　　,26,4.0,0.2,7.7,3.6,0.00254
551,チコリ　若芽　生　　　,16,1.0,0,5,1.1,0.00762
552,チンゲンサイ　葉　生　　　,9,0.6,0.1,3.2,1.2,0.08128
553,チンゲンサイ　葉　ゆで　　　,12,0.9,0.1,3.9,1.5,0.07112
554,チンゲンサイ　葉　油いため　　　,39,0.8,3.2,3.6,1.4,0.07874
555,つくし　胞子茎　生　　　,38,3.5,0.1,16.2,8.1,0.01524
556,つくし　胞子茎　ゆで　　　,33,3.4,0.1,13.4,6.7,0.01016
557,つるな　茎葉　生　　　,15,1.8,0.1,5.1,2.3,0.0127
558,つるむらさき　茎葉　生　　　,13,0.7,0.2,4.8,2.2,0.02286
559,つるむらさき　茎葉　ゆで　　　,15,0.9,0.2,6.3,3.1,0.01778
560,つわぶき　葉柄　生　　　,21,0.4,0,8.1,2.5,0.254
561,つわぶき　葉柄　ゆで　　　,16,0.3,0,6.7,2.3,0.10668
562,とうがらし　葉･果実　生　　　,35,3.4,0.1,12.9,5.7,0.00762
563,とうがらし　葉･果実　油いため　　　,85,4.0,4.9,14.8,6.3,0.00508
564,とうがらし　果実　生　　　,96,3.9,3.4,26.6,10.3,0.01524
565,とうがらし　果実　乾　　　,345,14.7,12.0,104.8,46.4,0.04318
566,とうがん　果実　生　　　,16,0.5,0.1,5.1,1.3,0.00254
567,とうがん　果実　ゆで　　　,16,0.6,0.1,5.2,1.5,0.00254
568,スイートコーン　未熟種子　生　　,92,3.6,1.7,19.8,3.0,0
569,スイートコーン　未熟種子　ゆで　　,99,3.5,1.7,21.7,3.1,0
570,スイートコーン　未熟種子　電子レンジ調理　　,107,4.2,2.2,22.5,3.4,0
571,スイートコーン　未熟種子　穂軸つき　冷凍　　,97,3.5,1.5,21.5,2.8,0.00254
572,スイートコーン　未熟種子　カーネル　冷凍　　,99,2.9,1.5,22.2,2.8,0.00254
573,スイートコーン　缶詰　クリームスタイル　,84,1.7,0.5,20.4,1.8,0.6604
574,スイートコーン　缶詰　ホールカーネルスタイル　,82,2.3,0.5,21.1,3.3,0.5334
575,ヤングコーン　幼雌穂　生　　,29,2.3,0.2,8.7,2.7,0
576,トマト　果実　生　　,19,0.7,0.1,5.7,1.0,0.00762
577,ミニトマト　果実　生　　,29,1.1,0.1,8.6,1.4,0.01016
578,缶詰　ホール　食塩無添加　,20,0.9,0.2,5.7,1.3,0.01016
579,缶詰　トマトジュース　食塩添加　,17,0.7,0.1,4.7,0.7,0.3048
580,缶詰　トマトジュース　食塩無添加　,17,0.7,0.1,4.7,0.7,0.02032
581,缶詰　ミックスジュース　食塩添加　,17,0.6,0,5,0.7,0.20828
582,缶詰　ミックスジュース　食塩無添加　,17,0.6,0,5,0.7,0.03048
583,トレビス　葉　生　　　,18,1.1,0.2,5.9,2.0,0.02794
584,とんぶり　ゆで　　　,90,6.1,3.5,20,7.1,0.0127
585,ながさきはくさい　葉　生　　　,13,1.3,0.1,4.8,2.2,0.05334
586,ながさきはくさい　葉　ゆで　　　,18,2.2,0.1,5.8,2.4,0.03048
587,なす　果実　生　　,22,1.1,0.1,7.3,2.2,0
588,なす　果実　ゆで　　,19,1.0,0.1,6.6,2.1,0.00254
589,なす　果実　油いため　　,79,1.5,5.8,8.9,2.6,0
590,なす　果実　天ぷら　　,180,1.6,14.0,13.9,1.9,0.05334
591,べいなす　果実　生　　,22,1.1,0.1,7.7,2.4,0.00254
592,べいなす　果実　素揚げ　　,183,1.0,17.0,8.5,1.8,0.00254
593,漬物　塩漬　　,23,1.4,0.1,7.9,2.7,2.2352
594,漬物　ぬかみそ漬　　,27,1.7,0.1,8.8,2.7,2.5146
595,漬物　こうじ漬　　,79,5.5,0.1,22.4,4.2,6.604
596,漬物　からし漬　　,118,2.6,0.2,34.9,4.2,4.826
597,漬物　しば漬　　,30,1.4,0.2,11.4,4.4,4.064
598,なずな　葉　生　　　,36,4.3,0.1,12.4,5.4,0.00762
599,和種なばな　花らい・茎　生　　,33,4.4,0.2,10,4.2,0.04064
600,和種なばな　花らい・茎　ゆで　　,28,4.7,0.1,8.6,4.3,0.01778
601,洋種なばな　茎葉　生　　,35,4.1,0.4,9.7,3.7,0.03048
602,洋種なばな　茎葉　ゆで　　,31,3.6,0.4,9.4,4.1,0.0254
603,にがうり　果実　生　　　,17,1.0,0.1,6.5,2.6,0.00254
604,にがうり　果実　油いため　　　,50,1.2,3.3,7.4,2.8,0.00254
605,にら　葉　生　　,21,1.7,0.3,6.7,2.7,0.00254
606,にら　葉　ゆで　　,31,2.6,0.5,10,4.3,0.00254
607,にら　葉　油いため　　,74,1.9,5.7,8.4,3.5,0
608,花にら　花茎・花らい　生　　,27,1.9,0.2,8.7,2.8,0.00254
609,黄にら　葉　生　　,18,2.1,0.1,5.3,2.0,0
610,葉にんじん　葉　生　　,18,1.1,0.2,6.4,2.7,0.07874
611,にんじん　根　皮つき　生　　,39,0.7,0.2,12.1,2.8,0.07112
612,にんじん　根　皮つき　ゆで　　,36,0.6,0.2,11.4,3.0,0.05842
613,にんじん　根　皮むき　生　　,36,0.8,0.1,11.1,2.4,0.08636
614,にんじん　根　皮むき　ゆで　　,36,0.7,0.1,11.3,2.8,0.06858
615,にんじん　根　皮むき　油いため　　,109,1.1,6.4,15.5,3.1,0.12192
616,にんじん　根　皮むき　素揚げ　,89,1.0,3.5,15,1.1,0.09906
617,にんじん　根　皮　生　,31,0.7,0.2,11.1,3.8,0.04064
618,にんじん　根　冷凍　　,35,0.8,0.2,11.1,2.9,0.16256
619,にんじん　グラッセ　,66,0.7,1.4,15.3,2.6,0.9906
620,にんじん　ジュース　缶詰　　,28,0.6,0.1,6.9,0.2,0.04826
621,きんとき　根　皮つき　生　　,44,1.8,0.2,13.5,3.9,0.02794
622,きんとき　根　皮つき　ゆで　　,42,1.9,0.2,13.5,4.3,0.0254
623,きんとき　根　皮むき　生　　,45,1.8,0.3,13.3,3.6,0.03048
624,きんとき　根　皮むき　ゆで　　,45,1.9,0.4,13.7,4.1,0.02286
625,ミニキャロット　根　生　　,32,0.7,0.2,10.2,2.7,0.0381
626,にんにく　りん茎　生　　,136,6.4,0.9,33.7,6.2,0.02032
627,にんにく　りん茎　油いため　　,199,8.2,5.9,37.4,6.8,0.04064
628,茎にんにく　花茎　生　　,45,1.9,0.3,14.4,3.8,0.02286
629,茎にんにく　花茎　ゆで　　,44,1.7,0.2,14.5,3.8,0.01524
630,根深ねぎ　葉　軟白　生　　,34,1.4,0.1,10.8,2.5,0
631,根深ねぎ　葉　軟白　ゆで　　,28,1.3,0.1,9.3,2.5,0
632,根深ねぎ　葉　軟白　油いため　　,78,1.6,4.4,12.2,2.7,0
633,葉ねぎ　葉　生　　,30,1.9,0.3,9.7,3.2,0.00254
634,葉ねぎ　葉　油いため　　,81,2.1,5.2,11.8,3.9,0.00508
635,こねぎ　葉　生　　,27,2.0,0.3,7.9,2.5,0.00254
636,のざわな　葉　生　　　,16,0.9,0.1,5.5,2.0,0.06096
637,のざわな　漬物　塩漬　　,18,1.2,0.1,6.6,2.5,1.5494
638,のざわな　漬物　調味漬　　,23,1.7,0,8.5,3.1,2.4384
639,のびる　りん茎葉　生　　　,65,3.2,0.2,22.4,6.9,0.00508
640,はくさい　結球葉　生　　　,14,0.8,0.1,4.5,1.3,0.01524
641,はくさい　結球葉　ゆで　　　,13,0.9,0.1,4.3,1.4,0.0127
642,はくさい　漬物　塩漬　　,16,1.4,0.1,5.2,1.8,2.286
643,はくさい　漬物　キムチ　　,46,2.8,0.3,10.6,2.7,2.2098
644,パクチョイ　葉　生　　　,15,1.6,0.2,4.5,1.8,0.03048
645,バジル　葉　生　　　,24,2.0,0.6,8,4.0,0.00254
646,パセリ　葉　生　　　,43,4.0,0.7,14.6,6.8,0.02286
647,はつかだいこん　根　生　　　,15,0.8,0.1,4.3,1.2,0.02032
648,はやとうり　果実　白色種　生　　,20,0.6,0.1,6.1,1.2,0
649,はやとうり　果実　緑色種　生　　,20,0.6,0.1,6.1,1.2,0
650,はやとうり　果実　白色種　塩漬　,17,0.6,0,6,1.6,3.556
651,ビーツ　根　生　　　,41,1.6,0.1,12,2.7,0.0762
652,ビーツ　根　ゆで　　　,44,1.5,0.1,13.1,2.9,0.09652
653,青ピーマン　果実　生　　,22,0.9,0.2,7.4,2.3,0.00254
654,青ピーマン　果実　油いため　　,61,0.9,4.3,7.8,2.4,0.00254
655,赤ピーマン　果実　生　　,30,1.0,0.2,8.8,1.6,0
